"measured_angle","run","date","bearing","angle","ID","brightn","colour","cet_time","sun_az","sun_el","sun_el_rad","sun_az_rad"
270,1,"2016.05.31",90,1.5707963267949,"2016.05.31.14.24","l","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
5,2,"2016.05.31",355,-0.0872664625997166,"2016.05.31.14.24","l","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
20,3,"2016.05.31",340,-0.349065850398866,"2016.05.31.14.24","l","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
320,4,"2016.05.31",40,0.698131700797732,"2016.05.31.14.24","l","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
20,5,"2016.05.31",340,-0.349065850398866,"2016.05.31.14.24","l","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
35,6,"2016.05.31",325,-0.610865238198016,"2016.05.31.14.24","l","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
10,7,"2016.05.31",350,-0.174532925199434,"2016.05.31.14.24","l","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
345,8,"2016.05.31",15,0.261799387799149,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
340,9,"2016.05.31",20,0.349065850398866,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
340,10,"2016.05.31",20,0.349065850398866,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
340,11,"2016.05.31",20,0.349065850398866,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
330,12,"2016.05.31",30,0.523598775598299,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
350,13,"2016.05.31",10,0.174532925199433,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
325,14,"2016.05.31",35,0.610865238198015,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
335,15,"2016.05.31",25,0.436332312998582,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
330,16,"2016.05.31",30,0.523598775598299,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
320,17,"2016.05.31",40,0.698131700797732,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
325,18,"2016.05.31",35,0.610865238198015,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
325,19,"2016.05.31",35,0.610865238198015,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
355,20,"2016.05.31",5,0.0872664625997165,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
340,21,"2016.05.31",20,0.349065850398866,"2016.05.31.14.24","h","u",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
345,22,"2016.05.31",15,0.261799387799149,"2016.05.31.14.24","h","g",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
345,23,"2016.05.31",15,0.261799387799149,"2016.05.31.14.24","h","g",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
325,24,"2016.05.31",35,0.610865238198015,"2016.05.31.14.24","h","g",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
350,25,"2016.05.31",10,0.174532925199433,"2016.05.31.14.24","h","g",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
345,26,"2016.05.31",15,0.261799387799149,"2016.05.31.14.24","h","g",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
355,27,"2016.05.31",5,0.0872664625997165,"2016.05.31.14.24","h","g",2016-05-31 14:24:00,208.326319523909,58.8173259624038,1.02655599526269,-2.64720511292562
235,1,"2016.05.31",125,2.18166156499291,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
185,2,"2016.05.31",175,3.05432619099008,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
100,3,"2016.05.31",260,-1.74532925199433,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
140,4,"2016.05.31",220,-2.44346095279206,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
90,5,"2016.05.31",270,-1.5707963267949,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
190,6,"2016.05.31",170,2.96705972839036,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
175,7,"2016.05.31",185,-3.05432619099008,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
250,8,"2016.05.31",110,1.91986217719376,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
130,9,"2016.05.31",230,-2.26892802759263,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
160,10,"2016.05.31",200,-2.79252680319093,"2016.05.31.14.53","l","u",2016-05-31 14:53:00,219.911359401566,56.2479014847782,0.981711078246787,-2.44500802308567
