"bearing","run","date","angle","ID","brightn","colour","cet_time","sun_az","sun_az_rad","signed_angle"
355,62,"2016.07.08",-0.0872664625997166,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-5.00000000000001
350,63,"2016.07.08",-0.174532925199434,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-10.0000000000001
315,64,"2016.07.08",-0.785398163397449,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-45
285,65,"2016.07.08",-1.30899693899575,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-75
355,66,"2016.07.08",-0.0872664625997166,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-5.00000000000001
5,67,"2016.07.08",0.0872664625997165,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,5
345,68,"2016.07.08",-0.261799387799149,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-15
10,69,"2016.07.08",0.174532925199433,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,10
0,70,"2016.07.08",0,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,0
350,71,"2016.07.08",-0.174532925199434,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-10.0000000000001
5,72,"2016.07.08",0.0872664625997165,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,5
5,73,"2016.07.08",0.0872664625997165,"2016.07.08.14.46","h","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,5
20,74,"2016.07.08",0.349065850398866,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,20
115,75,"2016.07.08",2.00712863979348,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,115
20,76,"2016.07.08",0.349065850398866,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,20
40,77,"2016.07.08",0.698131700797732,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,40
30,78,"2016.07.08",0.523598775598299,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,30
50,79,"2016.07.08",0.872664625997165,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,50
130,80,"2016.07.08",2.26892802759263,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,130
175,81,"2016.07.08",3.05432619099008,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,175
90,82,"2016.07.08",1.5707963267949,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,90
145,83,"2016.07.08",2.53072741539178,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,145
205,84,"2016.07.08",-2.70526034059121,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-155
140,85,"2016.07.08",2.44346095279206,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,140
230,86,"2016.07.08",-2.26892802759263,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-130
200,87,"2016.07.08",-2.79252680319093,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-160
170,88,"2016.07.08",2.96705972839036,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,170
25,89,"2016.07.08",0.436332312998582,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,25
340,90,"2016.07.08",-0.349065850398866,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-20
295,91,"2016.07.08",-1.13446401379631,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-65
340,92,"2016.07.08",-0.349065850398866,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-20
90,93,"2016.07.08",1.5707963267949,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,90
160,94,"2016.07.08",2.79252680319093,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,160
310,95,"2016.07.08",-0.872664625997165,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,-50
105,96,"2016.07.08",1.83259571459405,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,105
90,97,"2016.07.08",1.5707963267949,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,90
150,98,"2016.07.08",2.61799387799149,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,150
145,99,"2016.07.08",2.53072741539178,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,145
0,100,"2016.07.08",0,"2016.07.08.14.46","l","g","2016-07-08 14:46:00",214.596351513127,-2.5377724105084,0
115,1,"2016.07.12",2.00712863979348,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,115
310,2,"2016.07.12",-0.872664625997165,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-50
175,3,"2016.07.12",3.05432619099008,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,175
270,4,"2016.07.12",-1.5707963267949,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-90
305,5,"2016.07.12",-0.959931088596881,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-55
310,6,"2016.07.12",-0.872664625997165,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-50
90,7,"2016.07.12",1.5707963267949,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,90
330,8,"2016.07.12",-0.523598775598299,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-30
110,9,"2016.07.12",1.91986217719376,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,110
40,10,"2016.07.12",0.698131700797732,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,40
340,11,"2016.07.12",-0.349065850398866,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-20
320,12,"2016.07.12",-0.698131700797732,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-40
300,13,"2016.07.12",-1.0471975511966,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-60
330,14,"2016.07.12",-0.523598775598299,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-30
335,15,"2016.07.12",-0.436332312998583,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-25
120,16,"2016.07.12",2.0943951023932,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,120
280,17,"2016.07.12",-1.39626340159546,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-80
335,18,"2016.07.12",-0.436332312998583,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-25
70,19,"2016.07.12",1.22173047639603,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,70
290,20,"2016.07.12",-1.22173047639603,"2016.07.12.14.43","l","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-70
60,21,"2016.07.12",1.0471975511966,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,60
85,22,"2016.07.12",1.48352986419518,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,85
35,23,"2016.07.12",0.610865238198015,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,35
55,24,"2016.07.12",0.959931088596881,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,55
45,25,"2016.07.12",0.785398163397448,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,45
355,26,"2016.07.12",-0.0872664625997166,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-5.00000000000001
20,27,"2016.07.12",0.349065850398866,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,20
15,28,"2016.07.12",0.261799387799149,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,15
25,29,"2016.07.12",0.436332312998582,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,25
25,30,"2016.07.12",0.436332312998582,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,25
50,31,"2016.07.12",0.872664625997165,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,50
355,32,"2016.07.12",-0.0872664625997166,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-5.00000000000001
355,33,"2016.07.12",-0.0872664625997166,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-5.00000000000001
0,34,"2016.07.12",0,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,0
10,35,"2016.07.12",0.174532925199433,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,10
25,36,"2016.07.12",0.436332312998582,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,25
30,37,"2016.07.12",0.523598775598299,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,30
5,38,"2016.07.12",0.0872664625997165,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,5
25,39,"2016.07.12",0.436332312998582,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,25
5,40,"2016.07.12",0.0872664625997165,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,5
20,41,"2016.07.12",0.349065850398866,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,20
20,42,"2016.07.12",0.349065850398866,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,20
25,43,"2016.07.12",0.436332312998582,"2016.07.12.14.43","h","u","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,25
5,44,"2016.07.12",0.0872664625997165,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,5
35,45,"2016.07.12",0.610865238198015,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,35
60,46,"2016.07.12",1.0471975511966,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,60
25,47,"2016.07.12",0.436332312998582,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,25
50,48,"2016.07.12",0.872664625997165,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,50
10,49,"2016.07.12",0.174532925199433,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,10
25,50,"2016.07.12",0.436332312998582,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,25
30,51,"2016.07.12",0.523598775598299,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,30
350,52,"2016.07.12",-0.174532925199434,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-10.0000000000001
15,53,"2016.07.12",0.261799387799149,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,15
70,54,"2016.07.12",1.22173047639603,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,70
355,55,"2016.07.12",-0.0872664625997166,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-5.00000000000001
0,56,"2016.07.12",0,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,0
300,57,"2016.07.12",-1.0471975511966,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-60
270,58,"2016.07.12",-1.5707963267949,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-90
40,59,"2016.07.12",0.698131700797732,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,40
25,60,"2016.07.12",0.436332312998582,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,25
300,61,"2016.07.12",-1.0471975511966,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-60
165,62,"2016.07.12",2.87979326579064,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,165
40,63,"2016.07.12",0.698131700797732,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,40
95,64,"2016.07.12",1.65806278939461,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,95
60,65,"2016.07.12",1.0471975511966,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,60
110,66,"2016.07.12",1.91986217719376,"2016.07.12.14.43","h","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,110
40,67,"2016.07.12",0.698131700797732,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,40
60,68,"2016.07.12",1.0471975511966,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,60
345,69,"2016.07.12",-0.261799387799149,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-15
305,70,"2016.07.12",-0.959931088596881,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-55
350,71,"2016.07.12",-0.174532925199434,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-10.0000000000001
300,72,"2016.07.12",-1.0471975511966,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-60
40,73,"2016.07.12",0.698131700797732,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,40
50,74,"2016.07.12",0.872664625997165,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,50
45,75,"2016.07.12",0.785398163397448,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,45
0,76,"2016.07.12",0,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,0
300,77,"2016.07.12",-1.0471975511966,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-60
270,78,"2016.07.12",-1.5707963267949,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-90
40,79,"2016.07.12",0.698131700797732,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,40
25,80,"2016.07.12",0.436332312998582,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,25
300,81,"2016.07.12",-1.0471975511966,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,-60
165,82,"2016.07.12",2.87979326579064,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,165
40,83,"2016.07.12",0.698131700797732,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,40
95,84,"2016.07.12",1.65806278939461,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,95
60,85,"2016.07.12",1.0471975511966,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,60
110,86,"2016.07.12",1.91986217719376,"2016.07.12.14.43","l","g","2016-07-12 14:43:00",212.795874822396,-2.56919665686707,110
75,1,"2016.07.12",1.30899693899575,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,75
15,2,"2016.07.12",0.261799387799149,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,15
285,3,"2016.07.12",-1.30899693899575,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-75
250,4,"2016.07.12",-1.91986217719376,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-110
300,5,"2016.07.12",-1.0471975511966,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-60
310,6,"2016.07.12",-0.872664625997165,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-50
335,7,"2016.07.12",-0.436332312998583,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-25
35,8,"2016.07.12",0.610865238198015,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,35
280,9,"2016.07.12",-1.39626340159546,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-80
280,10,"2016.07.12",-1.39626340159546,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-80
275,11,"2016.07.12",-1.48352986419518,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-85
80,12,"2016.07.12",1.39626340159546,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,80
90,13,"2016.07.12",1.5707963267949,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,90
20,14,"2016.07.12",0.349065850398866,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,20
90,15,"2016.07.12",1.5707963267949,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,90
275,16,"2016.07.12",-1.48352986419518,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-85
330,17,"2016.07.12",-0.523598775598299,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-30
265,18,"2016.07.12",-1.65806278939461,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-95
280,19,"2016.07.12",-1.39626340159546,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-80
315,20,"2016.07.12",-0.785398163397449,"2016.07.12.16.08","l","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-45
330,21,"2016.07.12",-0.523598775598299,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-30
350,22,"2016.07.12",-0.174532925199434,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-10.0000000000001
345,23,"2016.07.12",-0.261799387799149,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-15
30,24,"2016.07.12",0.523598775598299,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,30
355,25,"2016.07.12",-0.0872664625997166,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-5.00000000000001
5,26,"2016.07.12",0.0872664625997165,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,5
5,27,"2016.07.12",0.0872664625997165,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,5
0,28,"2016.07.12",0,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,0
355,29,"2016.07.12",-0.0872664625997166,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-5.00000000000001
0,30,"2016.07.12",0,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,0
25,31,"2016.07.12",0.436332312998582,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,25
0,32,"2016.07.12",0,"2016.07.12.16.08","h","u","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,0
20,33,"2016.07.12",0.349065850398866,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,20
20,34,"2016.07.12",0.349065850398866,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,20
0,35,"2016.07.12",0,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,0
5,36,"2016.07.12",0.0872664625997165,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,5
10,37,"2016.07.12",0.174532925199433,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,10
5,38,"2016.07.12",0.0872664625997165,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,5
350,39,"2016.07.12",-0.174532925199434,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-10.0000000000001
10,40,"2016.07.12",0.174532925199433,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,10
345,41,"2016.07.12",-0.261799387799149,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-15
20,42,"2016.07.12",0.349065850398866,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,20
350,43,"2016.07.12",-0.174532925199434,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-10.0000000000001
5,44,"2016.07.12",0.0872664625997165,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,5
20,45,"2016.07.12",0.349065850398866,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,20
5,46,"2016.07.12",0.0872664625997165,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,5
10,47,"2016.07.12",0.174532925199433,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,10
15,48,"2016.07.12",0.261799387799149,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,15
20,49,"2016.07.12",0.349065850398866,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,20
355,50,"2016.07.12",-0.0872664625997166,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-5.00000000000001
0,51,"2016.07.12",0,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,0
50,52,"2016.07.12",0.872664625997165,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,50
5,53,"2016.07.12",0.0872664625997165,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,5
345,54,"2016.07.12",-0.261799387799149,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-15
30,55,"2016.07.12",0.523598775598299,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,30
0,56,"2016.07.12",0,"2016.07.12.16.08","h","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,0
260,57,"2016.07.12",-1.74532925199433,"2016.07.12.16.08","l","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-100
50,58,"2016.07.12",0.872664625997165,"2016.07.12.16.08","l","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,50
10,59,"2016.07.12",0.174532925199433,"2016.07.12.16.08","l","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,10
350,60,"2016.07.12",-0.174532925199434,"2016.07.12.16.08","l","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-10.0000000000001
0,61,"2016.07.12",0,"2016.07.12.16.08","l","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,0
330,62,"2016.07.12",-0.523598775598299,"2016.07.12.16.08","l","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-30
280,63,"2016.07.12",-1.39626340159546,"2016.07.12.16.08","l","g","2016-07-12 16:08:00",241.420590501165,-2.06960112082531,-80
85,1,"2016.09.01",1.48352986419518,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,85
100,2,"2016.09.01",1.74532925199433,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,100
90,3,"2016.09.01",1.5707963267949,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,90
25,4,"2016.09.01",0.436332312998582,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,25
60,5,"2016.09.01",1.0471975511966,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,60
70,6,"2016.09.01",1.22173047639603,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,70
80,7,"2016.09.01",1.39626340159546,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,80
95,8,"2016.09.01",1.65806278939461,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,95
60,9,"2016.09.01",1.0471975511966,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,60
90,10,"2016.09.01",1.5707963267949,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,90
200,11,"2016.09.01",-2.79252680319093,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,-160
30,12,"2016.09.01",0.523598775598299,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,30
210,13,"2016.09.01",-2.61799387799149,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,-150
20,14,"2016.09.01",0.349065850398866,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,20
160,15,"2016.09.01",2.79252680319093,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,160
180,16,"2016.09.01",3.14159265358979,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,180
55,17,"2016.09.01",0.959931088596881,"2016.09.01.13.19","l","u","2016-09-01 13:19:00",177.952876396531,3.10586360651397,55
