bee,light_type,bearing,run,date
2016.08.17.13.46,uh,295,16,2016.08.17
2016.08.17.13.46,uh,310,17,2016.08.17
2016.08.17.13.46,uh,290,18,2016.08.17
2016.08.17.13.46,uh,290,19,2016.08.17
2016.08.17.13.46,uh,310,20,2016.08.17
2016.08.17.13.46,uh,290,21,2016.08.17
2016.08.17.13.46,uh,280,22,2016.08.17
2016.08.17.13.46,uh,345,23,2016.08.17
2016.08.17.13.46,uh,330,24,2016.08.17
2016.08.17.13.46,uh,295,25,2016.08.17
2016.08.17.14.47,ul,185,1,2016.08.17
2016.08.17.14.47,ul,65,2,2016.08.17
2016.08.17.14.47,ul,120,3,2016.08.17
2016.08.17.14.47,ul,185,4,2016.08.17
2016.08.17.14.47,ul,200,5,2016.08.17
2016.08.17.14.47,ul,90,6,2016.08.17
2016.08.17.14.47,ul,175,7,2016.08.17
2016.08.17.14.47,ul,155,8,2016.08.17
2016.08.17.14.47,ul,105,9,2016.08.17
2016.08.17.14.47,ul,115,10,2016.08.17
2016.08.17.14.47,ul,50,11,2016.08.17
2016.08.17.14.47,ul,90,12,2016.08.17
2016.08.17.14.47,ul,180,13,2016.08.17
2016.08.17.14.47,ul,140,14,2016.08.17
2016.08.17.14.47,ul,110,15,2016.08.17
2016.08.17.14.47,ul2,160,16,2016.08.17
2016.08.17.14.47,ul2,185,17,2016.08.17
2016.08.17.14.47,ul2,150,18,2016.08.17
2016.08.17.14.47,ul2,90,19,2016.08.17
2016.08.17.14.47,ul2,95,20,2016.08.17
2016.08.17.14.47,ul2,90,21,2016.08.17
2016.08.17.14.47,ul2,60,22,2016.08.17
2016.08.17.14.47,ul2,100,23,2016.08.17
2016.08.17.14.47,ul2,100,24,2016.08.17
2016.08.17.14.47,uh,290,25,2016.08.17
2016.08.17.14.47,uh,300,26,2016.08.17
2016.08.17.14.47,uh,330,27,2016.08.17
2016.08.17.14.47,uh,310,28,2016.08.17
2016.08.17.14.47,uh,330,29,2016.08.17
2016.08.17.14.47,uh,320,30,2016.08.17
2016.08.17.14.47,uh,300,31,2016.08.17
2016.08.17.14.47,uh,320,32,2016.08.17
2016.08.17.14.47,uh,330,33,2016.08.17
2016.08.17.14.47,uh,320,34,2016.08.17
2016.08.17.14.47,uh,300,35,2016.08.17
2016.08.17.14.47,uh,310,36,2016.08.17
2016.08.17.14.47,uh,345,37,2016.08.17
2016.08.17.14.47,uh,325,38,2016.08.17
2016.08.17.14.47,uh,310,39,2016.08.17
2016.08.17.14.47,uh,340,40,2016.08.17
2016.08.17.16.22,ul,190,1,2016.08.17
2016.08.17.16.22,ul,280,2,2016.08.17
2016.08.17.16.22,ul,90,3,2016.08.17
2016.08.17.16.22,ul,135,4,2016.08.17
2016.08.17.16.22,ul,170,5,2016.08.17
2016.08.17.16.22,ul,150,6,2016.08.17
2016.08.17.16.22,ul,200,7,2016.08.17
2016.08.17.16.22,ul,120,8,2016.08.17
2016.08.17.16.22,ul,110,9,2016.08.17
2016.08.17.16.22,ul,100,10,2016.08.17
2016.08.17.16.22,ul,330,11,2016.08.17
2016.08.17.16.22,ul,100,12,2016.08.17
2016.08.17.16.22,ul,50,13,2016.08.17
2016.08.17.16.22,ul,120,14,2016.08.17
2016.08.17.16.22,ul,10,15,2016.08.17
2016.08.17.16.22,ul,160,16,2016.08.17
2016.08.17.16.22,ul,150,17,2016.08.17
2016.08.17.16.22,ul,110,18,2016.08.17
2016.08.17.16.22,ul,190,19,2016.08.17
2016.08.17.16.22,ul,170,20,2016.08.17
2016.08.17.16.22,uh,340,21,2016.08.17
2016.08.17.16.22,uh,320,22,2016.08.17
2016.08.17.16.22,uh,320,23,2016.08.17
2016.08.17.16.22,uh,350,24,2016.08.17
2016.08.17.16.22,uh,340,25,2016.08.17
2016.08.17.16.22,uh,330,26,2016.08.17
2016.08.17.16.22,uh,340,27,2016.08.17
2016.08.17.16.22,uh,320,28,2016.08.17
2016.08.17.16.22,uh,310,29,2016.08.17
2016.08.17.16.22,uh,300,30,2016.08.17
2016.08.17.16.22,uh,335,31,2016.08.17
2016.08.17.16.22,uh,320,32,2016.08.17
2016.08.17.16.27,ul,340,1,2016.08.17
2016.08.17.16.27,ul,310,2,2016.08.17
2016.08.17.16.27,ul,110,3,2016.08.17
2016.08.17.16.27,ul,160,4,2016.08.17
2016.08.17.16.27,ul,350,5,2016.08.17
2016.08.17.16.27,ul,245,6,2016.08.17
2016.08.17.16.27,ul,60,7,2016.08.17
2016.08.17.16.27,ul,40,8,2016.08.17
2016.08.17.16.27,ul,50,9,2016.08.17
2016.08.17.16.27,ul,280,10,2016.08.17
2016.08.17.16.27,ul,40,11,2016.08.17
2016.08.17.16.27,ul,10,12,2016.08.17
2016.08.17.16.27,ul,260,13,2016.08.17
2016.08.17.16.27,ul,210,14,2016.08.17
2016.08.17.16.27,ul,140,15,2016.08.17
2016.08.17.16.27,ul,230,16,2016.08.17
2016.08.17.16.27,ul,70,17,2016.08.17
2016.08.17.16.27,ul,210,18,2016.08.17
2016.08.17.16.27,uh,320,19,2016.08.17
2016.08.17.16.27,uh,350,20,2016.08.17
2016.08.17.16.27,uh,345,21,2016.08.17
2016.08.17.16.27,uh,290,22,2016.08.17
2016.08.17.16.27,uh,290,23,2016.08.17
2016.08.17.16.27,uh,330,24,2016.08.17
2016.08.17.16.27,uh,335,25,2016.08.17
2016.08.17.16.27,uh,300,26,2016.08.17
2016.08.17.16.27,uh,300,27,2016.08.17
2016.08.17.16.27,uh,350,28,2016.08.17
2016.08.17.16.27,uh,300,29,2016.08.17
2016.08.17.16.27,uh,305,30,2016.08.17
2016.08.17.16.27,uh,300,31,2016.08.17
2016.08.17.16.27,uh,295,32,2016.08.17
2016.08.17.16.27,uh,280,33,2016.08.17
2016.08.18.14.01,ul,30,1,2016.08.18
2016.08.18.14.01,ul,345,2,2016.08.18
2016.08.18.14.01,ul,190,3,2016.08.18
2016.08.18.14.01,ul,180,4,2016.08.18
2016.08.18.14.01,ul,240,5,2016.08.18
2016.08.18.14.01,ul,340,6,2016.08.18
2016.08.18.14.01,ul,0,7,2016.08.18
2016.08.18.14.01,ul,245,8,2016.08.18
2016.08.18.14.01,ul,10,9,2016.08.18
2016.08.18.14.01,ul,280,10,2016.08.18
2016.08.18.14.01,ul,15,11,2016.08.18
2016.08.18.14.01,ul,270,12,2016.08.18
2016.08.18.14.01,ul,260,13,2016.08.18
2016.08.18.14.01,ul,330,14,2016.08.18
2016.08.18.14.01,ul,270,15,2016.08.18
2016.08.18.14.01,ul,320,16,2016.08.18
2016.08.18.14.01,uh,340,17,2016.08.18
2016.08.18.14.01,uh,320,18,2016.08.18
2016.08.18.14.01,uh,340,19,2016.08.18
2016.08.18.14.01,uh,290,20,2016.08.18
2016.08.18.14.01,uh,275,21,2016.08.18
2016.08.18.14.01,uh,270,22,2016.08.18
2016.08.18.14.01,uh,260,23,2016.08.18
2016.08.18.14.01,uh,290,24,2016.08.18
2016.08.18.14.01,uh,270,25,2016.08.18
2016.08.18.14.01,uh,240,26,2016.08.18
2016.08.18.14.01,uh,320,27,2016.08.18
2016.08.18.14.01,uh,290,28,2016.08.18
2016.08.18.14.01,uh,320,29,2016.08.18
2016.08.18.14.01,uh,280,30,2016.08.18
2016.08.18.16.14,ul,50,1,2016.08.18
2016.08.18.16.14,ul,45,2,2016.08.18
2016.08.18.16.14,ul,90,3,2016.08.18
2016.08.18.16.14,ul,100,4,2016.08.18
2016.08.18.16.14,ul,70,5,2016.08.18
2016.08.18.16.14,ul,75,6,2016.08.18
2016.08.18.16.14,ul,35,7,2016.08.18
2016.08.18.16.14,ul,220,8,2016.08.18
2016.08.18.16.14,ul,110,9,2016.08.18
2016.08.18.16.14,ul,80,10,2016.08.18
2016.08.18.16.14,ul,70,11,2016.08.18
2016.08.18.16.14,ul,50,12,2016.08.18
2016.08.18.16.14,ul,85,13,2016.08.18
2016.08.18.16.14,ul,80,14,2016.08.18
2016.08.18.16.14,ul,110,15,2016.08.18
2016.08.18.16.14,ul,170,16,2016.08.18
2016.08.18.16.14,ul,80,17,2016.08.18
2016.08.18.16.14,ul,150,18,2016.08.18
2016.08.18.16.14,ul,160,19,2016.08.18
2016.08.18.16.14,uh,340,20,2016.08.18
2016.08.18.16.14,uh,345,21,2016.08.18
2016.08.18.16.14,uh,350,22,2016.08.18
2016.08.18.16.14,uh,310,23,2016.08.18
2016.08.18.16.14,uh,5,24,2016.08.18
2016.08.18.16.14,uh,345,25,2016.08.18
2016.08.18.16.14,uh,340,26,2016.08.18
2016.08.18.16.14,uh,355,27,2016.08.18
2016.08.18.16.14,uh,320,28,2016.08.18
2016.08.18.16.14,uh,340,29,2016.08.18
2016.08.18.16.20_2,ul,70,1,2016.08.18
2016.08.18.16.20_2,ul,75,2,2016.08.18
2016.08.18.16.20_2,ul,110,3,2016.08.18
2016.08.18.16.20_2,ul,240,4,2016.08.18
2016.08.18.16.20_2,ul,210,5,2016.08.18
2016.08.18.16.20_2,ul,200,6,2016.08.18
2016.08.18.16.20_2,ul,120,7,2016.08.18
2016.08.18.16.20_2,ul,95,8,2016.08.18
2016.08.18.16.20_2,ul,200,9,2016.08.18
2016.08.18.16.20_2,ul,85,10,2016.08.18
2016.08.18.16.20_2,uh,20,11,2016.08.18
2016.08.18.16.20_2,uh,350,12,2016.08.18
2016.08.18.16.20_2,uh,345,13,2016.08.18
2016.08.18.16.20_2,uh,5,14,2016.08.18
2016.08.18.16.20_2,uh,340,15,2016.08.18
2016.08.18.16.20_2,uh,0,16,2016.08.18
2016.08.18.16.20_2,uh,340,17,2016.08.18
2016.08.18.16.20_2,uh,350,18,2016.08.18
2016.08.18.16.20_2,uh,355,19,2016.08.18
2016.08.18.16.20_2,uh,20,20,2016.08.18
2016.08.18.16.20_2,uh,340,21,2016.08.18
2016.08.18.16.20_2,uh,0,22,2016.08.18
2016.08.18.16.20_2,uh,5,23,2016.08.18
2016.08.18.16.20_2,uh,20,24,2016.08.18
2016.08.18.16.20_2,uh,355,25,2016.08.18
2016.08.18.16.20_1,ul,180,1,2016.08.18
2016.08.18.16.20_1,ul,205,2,2016.08.18
2016.08.18.16.20_1,ul,195,3,2016.08.18
2016.08.18.16.20_1,ul,170,4,2016.08.18
2016.08.18.16.20_1,ul,240,5,2016.08.18
2016.08.18.16.20_1,ul,170,6,2016.08.18
2016.08.18.16.20_1,ul,240,7,2016.08.18
2016.08.18.16.20_1,ul,130,8,2016.08.18
2016.08.18.16.20_1,ul,200,9,2016.08.18
2016.08.18.16.20_1,ul,180,10,2016.08.18
2016.08.18.16.20_1,ul,170,11,2016.08.18
2016.08.18.16.20_1,ul,130,12,2016.08.18
2016.08.18.16.20_1,uh,20,13,2016.08.18
2016.08.18.16.20_1,uh,0,14,2016.08.18
2016.08.18.16.20_1,uh,355,15,2016.08.18
2016.08.18.16.20_1,uh,350,16,2016.08.18
2016.08.18.16.20_1,uh,350,17,2016.08.18
2016.08.18.16.20_1,uh,350,18,2016.08.18
2016.08.18.16.20_1,uh,320,19,2016.08.18
2016.08.18.16.20_1,uh,350,20,2016.08.18
2016.08.18.16.20_1,uh,355,21,2016.08.18
2016.08.18.16.20_1,uh,345,22,2016.08.18
2016.08.18.16.20_1,uh,350,23,2016.08.18
2016.08.18.16.20_1,uh,10,24,2016.08.18
2016.08.18.16.20_1,uh,0,25,2016.08.18
2016.08.18.16.20_1,uh,5,26,2016.08.18
2016.08.18.16.20_1,uh,0,27,2016.08.18
2016.08.18.16.20_1,uh,5,28,2016.08.18
2016.08.18.16.20_1,gh,350,29,2016.08.18
2016.08.18.16.20_1,gh,15,30,2016.08.18
2016.08.18.16.20_1,gh,0,31,2016.08.18
2016.08.18.16.20_1,gh,355,32,2016.08.18
2016.08.18.16.20_1,gh,5,33,2016.08.18
2016.08.18.16.20_1,gh,350,34,2016.08.18
2016.08.18.16.26_1,ul,100,1,2016.08.18
2016.08.18.16.26_1,ul,110,2,2016.08.18
2016.08.18.16.26_1,ul,70,3,2016.08.18
2016.08.18.16.26_1,ul,40,4,2016.08.18
2016.08.18.16.26_1,ul,110,5,2016.08.18
2016.08.18.16.26_1,ul,30,6,2016.08.18
2016.08.18.16.26_1,ul,40,7,2016.08.18
2016.08.18.16.26_1,ul,80,8,2016.08.18
2016.08.18.16.26_1,ul,180,9,2016.08.18
2016.08.18.16.26_1,ul,180,10,2016.08.18
2016.08.18.16.26_1,ul,110,11,2016.08.18
2016.08.18.16.26_1,ul,95,12,2016.08.18
2016.08.18.16.26_1,ul,210,13,2016.08.18
2016.08.18.16.26_1,ul,30,14,2016.08.18
2016.08.18.16.26_1,ul,50,15,2016.08.18
2016.08.18.16.26_1,uh,20,16,2016.08.18
2016.08.18.16.26_1,uh,300,17,2016.08.18
2016.08.18.16.26_1,uh,0,18,2016.08.18
2016.08.18.16.26_1,uh,10,19,2016.08.18
2016.08.18.16.26_1,uh,355,20,2016.08.18
2016.08.18.16.26_1,uh,340,21,2016.08.18
2016.08.18.16.26_1,uh,355,22,2016.08.18
2016.08.18.16.26_1,uh,330,23,2016.08.18
2016.08.18.16.26_1,uh,355,24,2016.08.18
2016.08.18.16.26_1,uh,280,25,2016.08.18
2016.08.18.16.26_1,uh,340,26,2016.08.18
2016.08.18.16.27_2,ul,90,1,2016.08.18
2016.08.18.16.27_2,ul,350,2,2016.08.18
2016.08.18.16.27_2,ul,90,3,2016.08.18
2016.08.18.16.27_2,ul,330,4,2016.08.18
2016.08.18.16.27_2,ul,65,5,2016.08.18
2016.08.18.16.27_2,ul,95,6,2016.08.18
2016.08.18.16.27_2,ul,355,7,2016.08.18
2016.08.18.16.27_2,ul,30,8,2016.08.18
2016.08.18.16.27_2,uh,355,9,2016.08.18
2016.08.18.16.27_2,uh,340,10,2016.08.18
2016.08.18.16.27_2,uh,350,11,2016.08.18
2016.08.18.16.27_2,uh,340,12,2016.08.18
2016.08.18.16.27_2,uh,355,13,2016.08.18
2016.08.18.16.27_2,uh,345,14,2016.08.18
2016.08.19.14.26,ul,145,1,2016.08.19
2016.08.19.14.26,ul,30,2,2016.08.19
2016.08.19.14.26,ul,150,3,2016.08.19
2016.08.19.14.26,ul,70,4,2016.08.19
2016.08.19.14.26,ul,60,5,2016.08.19
2016.08.19.14.26,ul,170,6,2016.08.19
2016.08.19.14.26,ul,350,7,2016.08.19
2016.08.19.14.26,ul,0,8,2016.08.19
2016.08.19.14.26,ul,70,9,2016.08.19
2016.08.19.14.26,ul,170,10,2016.08.19
2016.08.19.14.26,ul,175,11,2016.08.19
2016.08.19.14.26,ul,160,12,2016.08.19
2016.08.19.14.26,ul,90,13,2016.08.19
2016.08.19.14.26,ul,30,14,2016.08.19
2016.08.19.14.26,ul,110,15,2016.08.19
2016.08.19.14.26,ul,40,16,2016.08.19
2016.08.19.14.26,ul,70,17,2016.08.19
2016.08.19.14.26,ul,140,18,2016.08.19
2016.08.19.14.26,uh,340,19,2016.08.19
2016.08.19.14.26,uh,15,20,2016.08.19
2016.08.19.14.26,uh,30,21,2016.08.19
2016.08.19.14.26,uh,350,22,2016.08.19
2016.08.19.14.26,uh,355,23,2016.08.19
2016.08.19.14.26,uh,345,24,2016.08.19
2016.08.19.14.26,uh,5,25,2016.08.19
2016.08.19.14.26,uh,350,26,2016.08.19
2016.08.19.14.26,uh,20,27,2016.08.19
2016.08.19.14.26,uh,0,28,2016.08.19
2016.08.19.14.26,uh,10,29,2016.08.19
2016.08.19.14.26,uh,20,30,2016.08.19
2016.08.19.14.26,uh,0,31,2016.08.19
2016.08.19.14.26,uh,40,32,2016.08.19
2016.08.19.14.50_1,ul,145,1,2016.08.19
2016.08.19.14.50_1,ul,140,2,2016.08.19
2016.08.19.14.50_1,ul,320,3,2016.08.19
2016.08.19.14.50_1,ul,350,4,2016.08.19
2016.08.19.14.50_1,ul,110,5,2016.08.19
2016.08.19.14.50_1,ul,160,6,2016.08.19
2016.08.19.14.50_1,ul,230,7,2016.08.19
2016.08.19.14.50_1,ul,340,8,2016.08.19
2016.08.19.14.50_1,ul,335,9,2016.08.19
2016.08.19.14.50_1,ul,280,10,2016.08.19
2016.08.19.14.50_1,ul,150,11,2016.08.19
2016.08.19.14.50_1,ul,240,12,2016.08.19
2016.08.19.14.50_1,ul,290,13,2016.08.19
2016.08.19.14.50_1,ul,270,14,2016.08.19
2016.08.19.14.50_1,ul,270,15,2016.08.19
2016.08.19.14.50_1,ul,170,16,2016.08.19
2016.08.19.14.50_1,ul,275,17,2016.08.19
2016.08.19.14.50_1,uh,10,18,2016.08.19
2016.08.19.14.50_1,uh,0,19,2016.08.19
2016.08.19.14.50_1,uh,10,20,2016.08.19
2016.08.19.14.50_1,uh,15,21,2016.08.19
2016.08.19.14.50_1,uh,20,22,2016.08.19
2016.08.19.14.50_1,uh,20,23,2016.08.19
2016.08.19.14.50_1,uh,30,24,2016.08.19
2016.08.19.14.50_1,uh,5,25,2016.08.19
2016.08.19.14.50_1,uh,0,26,2016.08.19
2016.08.19.14.50_1,uh,50,27,2016.08.19
2016.08.19.14.50_1,uh,0,28,2016.08.19
2016.08.19.14.50_1,uh,350,29,2016.08.19
2016.08.19.14.51_2,ul,270,1,2016.08.19
2016.08.19.14.51_2,ul,140,2,2016.08.19
2016.08.19.14.51_2,ul,150,3,2016.08.19
2016.08.19.14.51_2,ul,260,4,2016.08.19
2016.08.19.14.51_2,ul,110,5,2016.08.19
2016.08.19.14.51_2,ul,240,6,2016.08.19
2016.08.19.14.51_2,ul,250,7,2016.08.19
2016.08.19.14.51_2,ul,110,8,2016.08.19
2016.08.19.14.51_2,ul,190,9,2016.08.19
2016.08.19.14.51_2,ul,350,10,2016.08.19
2016.08.19.14.51_2,ul,230,11,2016.08.19
2016.08.19.14.51_2,ul,230,12,2016.08.19
2016.08.19.14.51_2,ul,175,13,2016.08.19
2016.08.19.14.51_2,ul,210,14,2016.08.19
2016.08.19.14.51_2,uh,20,15,2016.08.19
2016.08.19.14.51_2,uh,350,16,2016.08.19
2016.08.19.14.51_2,uh,340,17,2016.08.19
2016.08.19.14.51_2,uh,355,18,2016.08.19
2016.08.19.14.51_2,uh,10,19,2016.08.19
2016.08.19.14.51_2,uh,40,20,2016.08.19
2016.08.19.14.51_2,uh,0,21,2016.08.19
2016.08.19.14.51_2,uh,0,22,2016.08.19
2016.08.19.14.51_2,uh,355,23,2016.08.19
2016.08.19.14.51_2,uh,0,24,2016.08.19
2016.08.19.14.51_2,uh,5,25,2016.08.19
2016.08.19.14.51_2,uh,0,26,2016.08.19
2016.08.19.14.51_2,uh,20,27,2016.08.19
2016.08.19.14.51_2,uh,350,28,2016.08.19
2016.08.19.14.51_2,uh,355,29,2016.08.19
2016.08.19.14.51_2,uh,350,30,2016.08.19
2016.08.19.14.51_2,uh,0,31,2016.08.19
2016.08.19.14.51_2,uh,5,32,2016.08.19
2016.08.19.14.51_2,uh,350,33,2016.08.19
2016.08.19.14.51_2,uh,340,34,2016.08.19
2016.08.19.14.51_2,uh,350,35,2016.08.19
2016.08.19.14.51_2,uh,20,36,2016.08.19
2016.08.19.14.51_2,gh,340,37,2016.08.19
2016.08.19.14.51_2,gh,0,38,2016.08.19
2016.08.19.14.51_2,gh,355,39,2016.08.19
2016.08.19.14.51_2,gh,345,40,2016.08.19
2016.08.19.14.51_2,gh,340,41,2016.08.19
2016.08.19.14.51_2,gh,30,42,2016.08.19
2016.08.19.14.51_2,gh,350,43,2016.08.19
2016.08.19.14.51_2,gh,0,44,2016.08.19
2016.08.19.14.51_2,gh,355,45,2016.08.19
2016.08.19.15.08,ul,120,1,2016.08.19
2016.08.19.15.08,ul,150,2,2016.08.19
2016.08.19.15.08,ul,130,3,2016.08.19
2016.08.19.15.08,ul,120,4,2016.08.19
2016.08.19.15.08,ul,105,5,2016.08.19
2016.08.19.15.08,ul,160,6,2016.08.19
2016.08.19.15.08,ul,70,7,2016.08.19
2016.08.19.15.08,ul,95,8,2016.08.19
2016.08.19.15.08,ul,155,9,2016.08.19
2016.08.19.15.08,ul,155,10,2016.08.19
2016.08.19.15.08,ul,175,11,2016.08.19
2016.08.19.15.08,ul,140,12,2016.08.19
2016.08.19.15.08,uh,20,13,2016.08.19
2016.08.19.15.08,uh,45,14,2016.08.19
2016.08.19.15.08,uh,355,15,2016.08.19
2016.08.19.15.08,uh,40,16,2016.08.19
2016.08.19.15.08,uh,60,17,2016.08.19
2016.08.19.15.08,uh,350,18,2016.08.19
2016.08.19.15.08,uh,10,19,2016.08.19
2016.08.19.15.08,uh,40,20,2016.08.19
2016.08.19.15.08,uh,355,21,2016.08.19
2016.08.19.15.08,uh,20,22,2016.08.19
2016.08.19.15.08,uh,5,23,2016.08.19
2016.08.19.15.08,uh,340,24,2016.08.19
2016.08.19.15.08,uh,30,25,2016.08.19
2016.08.19.14.15_1,ul,125,1,2016.08.19
2016.08.19.14.15_1,ul,115,2,2016.08.19
2016.08.19.14.15_1,ul,145,3,2016.08.19
2016.08.19.14.15_1,ul,140,4,2016.08.19
2016.08.19.14.15_1,ul,170,5,2016.08.19
2016.08.19.14.15_1,ul,240,6,2016.08.19
2016.08.19.14.15_1,ul,150,7,2016.08.19
2016.08.19.14.15_1,ul,155,8,2016.08.19
2016.08.19.14.15_1,ul,150,9,2016.08.19
2016.08.19.14.15_1,ul,90,10,2016.08.19
2016.08.19.14.15_1,ul,95,11,2016.08.19
2016.08.19.14.15_1,ul,100,12,2016.08.19
2016.08.19.14.15_1,ul,130,13,2016.08.19
2016.08.19.14.15_1,ul,210,14,2016.08.19
2016.08.19.14.15_1,ul,130,15,2016.08.19
2016.08.19.14.15_1,ul,140,16,2016.08.19
2016.08.19.14.15_1,ul,90,17,2016.08.19
2016.08.19.14.15_1,ul,120,18,2016.08.19
2016.08.19.14.15_1,ul,210,19,2016.08.19
2016.08.19.14.15_1,ul,190,20,2016.08.19
2016.08.19.14.15_1,ul,185,21,2016.08.19
2016.08.19.14.15_1,ul,180,22,2016.08.19
2016.08.19.14.15_1,ul,65,23,2016.08.19
2016.08.19.14.15_1,ul,180,24,2016.08.19
2016.08.19.14.15_1,ul,160,25,2016.08.19
2016.08.19.14.15_1,ul,165,26,2016.08.19
2016.08.19.14.15_1,ul,210,27,2016.08.19
2016.08.19.14.15_1,ul,95,28,2016.08.19
2016.08.19.14.15_1,ul,100,29,2016.08.19
2016.08.19.14.15_1,ul,270,30,2016.08.19
2016.08.19.14.15_1,ul,140,31,2016.08.19
2016.08.19.14.15_1,ul,230,32,2016.08.19
2016.08.19.14.15_1,ul,170,33,2016.08.19
2016.08.19.14.15_1,ul,240,34,2016.08.19
2016.08.19.14.15_1,ul,160,35,2016.08.19
2016.08.19.14.15_1,ul,160,36,2016.08.19
2016.08.19.14.15_1,ul,150,37,2016.08.19
2016.08.19.14.15_1,ul,220,38,2016.08.19
2016.08.19.14.15_1,ul,190,39,2016.08.19
2016.08.19.14.15_1,ul,140,40,2016.08.19
2016.08.19.14.15_1,ul,185,41,2016.08.19
2016.08.19.14.15_1,ul,190,42,2016.08.19
2016.08.19.14.15_1,uh,40,43,2016.08.19
2016.08.19.14.15_1,uh,0,44,2016.08.19
2016.08.19.14.15_1,uh,60,45,2016.08.19
2016.08.19.14.15_1,uh,350,46,2016.08.19
2016.08.19.14.15_1,uh,45,47,2016.08.19
2016.08.19.14.15_1,uh,40,48,2016.08.19
2016.08.19.14.15_1,uh,30,49,2016.08.19
2016.08.19.14.15_1,uh,35,50,2016.08.19
2016.08.19.14.15_1,uh,10,51,2016.08.19
2016.08.19.14.15_1,uh,20,52,2016.08.19
2016.08.19.14.15_1,uh,40,53,2016.08.19
2016.08.19.14.15_1,uh,0,54,2016.08.19
2016.08.19.14.15_1,uh,20,55,2016.08.19
2016.08.19.14.15_1,uh,10,56,2016.08.19
2016.08.19.14.15_1,uh,15,57,2016.08.19
2016.08.19.14.15_1,uh,20,58,2016.08.19
2016.08.19.14.15_1,uh,25,59,2016.08.19
2016.08.19.14.15_1,uh,40,60,2016.08.19
2016.08.19.14.15_1,uh,340,61,2016.08.19
2016.08.19.14.15_1,uh,40,62,2016.08.19
2016.08.19.14.15_1,uh,5,63,2016.08.19
2016.08.19.14.17_2,ul,175,1,2016.08.19
2016.08.19.14.17_2,ul,170,2,2016.08.19
2016.08.19.14.17_2,ul,270,3,2016.08.19
2016.08.19.14.17_2,ul,290,4,2016.08.19
2016.08.19.14.17_2,ul,265,5,2016.08.19
2016.08.19.14.17_2,ul,290,6,2016.08.19
2016.08.19.14.17_2,ul,220,7,2016.08.19
2016.08.19.14.17_2,ul,245,8,2016.08.19
2016.08.19.14.17_2,ul,220,9,2016.08.19
2016.08.19.14.17_2,ul,200,10,2016.08.19
2016.08.19.14.17_2,ul,185,11,2016.08.19
2016.08.19.14.17_2,ul,245,12,2016.08.19
2016.08.19.14.17_2,ul,240,13,2016.08.19
2016.08.19.14.17_2,ul,210,14,2016.08.19
2016.08.19.14.17_2,uh,10,15,2016.08.19
2016.08.19.14.17_2,uh,10,16,2016.08.19
2016.08.19.14.17_2,uh,15,17,2016.08.19
2016.08.19.14.17_2,uh,55,18,2016.08.19
2016.08.19.14.17_2,uh,30,19,2016.08.19
2016.08.19.14.17_2,uh,350,20,2016.08.19
2016.08.19.14.17_2,uh,10,21,2016.08.19
2016.08.19.14.17_2,uh,10,22,2016.08.19
2016.08.19.14.17_2,uh,25,23,2016.08.19
2016.08.19.14.17_2,uh,10,24,2016.08.19
2016.08.19.14.17_2,uh,350,25,2016.08.19
2016.08.19.14.17_2,uh,0,26,2016.08.19
2016.08.19.14.17_2,uh,0,27,2016.08.19
2016.08.19.14.17_2,uh,80,28,2016.08.19
2016.08.19.14.17_2,uh,20,29,2016.08.19
2016.08.19.14.17_2,uh,10,30,2016.08.19
2016.08.19.14.17_2,uh,350,31,2016.08.19
2016.08.19.14.17_2,uh,5,32,2016.08.19
2016.08.19.14.19,ul,180,1,2016.08.19
2016.08.19.14.19,ul,170,2,2016.08.19
2016.08.19.14.19,ul,225,3,2016.08.19
2016.08.19.14.19,ul,210,4,2016.08.19
2016.08.19.14.19,ul,170,5,2016.08.19
2016.08.19.14.19,ul,140,6,2016.08.19
2016.08.19.14.19,ul,220,7,2016.08.19
2016.08.19.14.19,ul,170,8,2016.08.19
2016.08.19.14.19,ul,185,9,2016.08.19
2016.08.19.14.19,ul,170,10,2016.08.19
2016.08.19.14.19,ul,100,11,2016.08.19
2016.08.19.14.19,ul,170,12,2016.08.19
2016.08.19.14.19,ul,220,13,2016.08.19
2016.08.19.14.19,ul,180,14,2016.08.19
2016.08.19.14.19,ul,185,15,2016.08.19
2016.08.19.14.19,ul,195,16,2016.08.19
2016.08.19.14.19,ul,240,17,2016.08.19
2016.08.19.14.19,ul,220,18,2016.08.19
2016.08.19.14.19,ul,205,19,2016.08.19
2016.08.19.14.19,ul,185,20,2016.08.19
2016.08.19.14.19,ul,150,21,2016.08.19
2016.08.19.14.19,ul,150,22,2016.08.19
2016.08.19.14.19,uh,0,23,2016.08.19
2016.08.19.14.19,uh,330,24,2016.08.19
2016.08.19.14.19,uh,10,25,2016.08.19
2016.08.19.14.19,uh,10,26,2016.08.19
2016.08.19.14.19,uh,5,27,2016.08.19
2016.08.19.14.19,uh,0,28,2016.08.19
2016.08.19.14.19,uh,10,29,2016.08.19
2016.08.19.14.19,uh,350,30,2016.08.19
2016.08.19.14.19,uh,15,31,2016.08.19
2016.08.19.14.19,uh,40,32,2016.08.19
2016.08.19.14.19,uh,350,33,2016.08.19
2016.08.19.14.19,uh,10,34,2016.08.19
2016.08.19.14.19,uh,60,35,2016.08.19
2016.08.19.14.19,uh,20,36,2016.08.19
2016.08.19.14.19,uh,30,37,2016.08.19
2016.08.19.14.19,uh,35,38,2016.08.19
